client_id,age,account_age_months,employment_type,segment
CLI_02533,38,54,Self-employed,Private
CLI_02534,43,57,Salaried,Mass
CLI_02535,25,116,Salaried,Mass
CLI_02536,65,118,Self-employed,Mass
CLI_02537,19,4,Self-employed,Mass-Affluent
CLI_02538,23,75,Salaried,Mass-Affluent
CLI_02539,45,96,Business Owner,Mass
CLI_02540,70,49,Unemployed,Mass
CLI_02541,46,7,Business Owner,Mass-Affluent
CLI_02542,43,110,Gig-worker,Mass
CLI_02543,42,11,Salaried,Mass-Affluent
CLI_02544,29,92,Gig-worker,Premium
CLI_02545,22,54,Self-employed,Mass
CLI_02546,51,105,Salaried,Mass
CLI_02547,65,87,Self-employed,Mass
CLI_02548,54,45,Salaried,Mass
CLI_02549,32,23,Gig-worker,Mass
CLI_02550,61,114,Salaried,Mass-Affluent
CLI_02551,53,28,Self-employed,Mass
CLI_02552,32,107,Salaried,Mass
CLI_02553,60,111,Self-employed,Mass-Affluent
CLI_02554,65,57,Gig-worker,Mass-Affluent
CLI_02555,40,26,Self-employed,Premium
CLI_02556,23,25,Business Owner,Mass
CLI_02557,63,54,Self-employed,Mass-Affluent
CLI_02558,67,29,Business Owner,Premium
CLI_02559,61,83,Salaried,Mass
CLI_02560,60,97,Salaried,Mass
CLI_02561,62,36,Salaried,Mass
CLI_02562,38,14,Salaried,Premium
CLI_02563,40,78,Self-employed,Mass
CLI_02564,60,35,Salaried,Premium
CLI_02565,72,30,Gig-worker,Mass-Affluent
CLI_02566,33,92,Gig-worker,Mass
CLI_02567,64,17,Gig-worker,Mass
CLI_02568,70,67,Gig-worker,Mass
CLI_02569,32,80,Self-employed,Mass
CLI_02570,42,110,Salaried,Mass-Affluent
CLI_02571,53,30,Salaried,Mass-Affluent
CLI_02572,28,116,Gig-worker,Mass
CLI_02573,68,93,Self-employed,Mass-Affluent
CLI_02574,32,45,Gig-worker,Mass
CLI_02575,21,79,Unemployed,Mass
CLI_02576,38,110,Gig-worker,Mass
CLI_02577,30,89,Gig-worker,Mass
CLI_02578,39,51,Salaried,Private
CLI_02579,36,102,Gig-worker,Mass-Affluent
CLI_02580,51,106,Self-employed,Mass
CLI_02581,31,47,Salaried,Mass
CLI_02582,21,53,Salaried,Mass
CLI_02583,65,64,Self-employed,Mass
CLI_02584,70,118,Salaried,Mass-Affluent
CLI_02585,69,116,Salaried,Premium
CLI_02586,63,38,Self-employed,Mass-Affluent
CLI_02587,44,64,Salaried,Mass
CLI_02588,46,87,Unemployed,Mass
CLI_02589,64,89,Salaried,Mass
CLI_02590,45,106,Self-employed,Mass
CLI_02591,52,7,Gig-worker,Mass
CLI_02592,25,22,Unemployed,Mass
CLI_02593,33,81,Salaried,Mass
CLI_02594,59,82,Self-employed,Mass-Affluent
CLI_02595,53,113,Gig-worker,Mass-Affluent
CLI_02596,47,41,Gig-worker,Mass
CLI_02597,35,74,Gig-worker,Mass-Affluent
CLI_02598,19,10,Self-employed,Mass
CLI_02599,66,57,Unemployed,Mass
CLI_02600,30,7,Salaried,Mass-Affluent
CLI_02601,21,112,Salaried,Mass
CLI_02602,43,50,Self-employed,Premium
CLI_02603,42,102,Salaried,Mass
CLI_02604,47,91,Business Owner,Mass
CLI_02605,28,52,Gig-worker,Mass
CLI_02606,24,33,Self-employed,Mass-Affluent
CLI_02607,48,1,Salaried,Mass-Affluent
CLI_02608,61,108,Salaried,Mass-Affluent
CLI_02609,27,53,Self-employed,Mass-Affluent
CLI_02610,56,60,Unemployed,Mass
CLI_02611,30,34,Business Owner,Mass
CLI_02612,48,4,Salaried,Mass-Affluent
CLI_02613,24,17,Salaried,Mass
CLI_02614,73,4,Salaried,Private
CLI_02615,66,43,Unemployed,Mass
CLI_02616,59,118,Salaried,Mass
CLI_02617,59,90,Salaried,Mass
CLI_02618,73,4,Salaried,Premium
CLI_02619,53,1,Salaried,Premium
CLI_02620,37,71,Business Owner,Mass
CLI_02621,21,94,Gig-worker,Mass
CLI_02622,71,50,Salaried,Mass
CLI_02623,24,73,Salaried,Mass
CLI_02624,71,61,Salaried,Private
CLI_02625,18,35,Salaried,Mass
CLI_02626,61,8,Salaried,Mass
CLI_02627,73,24,Self-employed,Mass
CLI_02628,62,83,Salaried,Mass
CLI_02629,59,36,Salaried,Mass-Affluent
CLI_02630,64,50,Salaried,Mass
CLI_02631,30,116,Self-employed,Mass
CLI_02632,72,43,Gig-worker,Private
CLI_02633,39,27,Self-employed,Mass
CLI_02634,71,32,Gig-worker,Mass-Affluent
CLI_02635,38,78,Self-employed,Mass
CLI_02636,39,18,Salaried,Mass
CLI_02637,45,28,Unemployed,Mass
CLI_02638,26,29,Salaried,Mass
CLI_02639,43,16,Gig-worker,Mass
CLI_02640,26,99,Self-employed,Mass
CLI_02641,32,47,Gig-worker,Mass
CLI_02642,27,59,Unemployed,Mass
CLI_02643,41,31,Gig-worker,Mass-Affluent
CLI_02644,74,4,Unemployed,Premium
CLI_02645,59,37,Self-employed,Mass
CLI_02646,25,17,Business Owner,Mass
CLI_02647,41,39,Unemployed,Mass-Affluent
CLI_02648,33,48,Unemployed,Mass-Affluent
CLI_02649,66,46,Self-employed,Mass
CLI_02650,43,90,Salaried,Mass
CLI_02651,44,48,Salaried,Mass
CLI_02652,54,39,Self-employed,Mass
CLI_02653,21,105,Business Owner,Premium
CLI_02654,67,4,Self-employed,Mass-Affluent
CLI_02655,41,30,Unemployed,Mass-Affluent
CLI_02656,36,30,Self-employed,Mass
CLI_02657,53,22,Salaried,Mass
CLI_02658,56,75,Salaried,Premium
CLI_02659,27,66,Salaried,Mass
CLI_02660,42,108,Salaried,Mass
CLI_02661,35,12,Gig-worker,Mass
CLI_02662,36,94,Business Owner,Mass
CLI_02663,53,36,Self-employed,Mass
CLI_02664,27,18,Gig-worker,Mass
CLI_02665,50,90,Salaried,Premium
CLI_02666,72,53,Salaried,Mass-Affluent
CLI_02667,67,71,Gig-worker,Mass
CLI_02668,22,1,Salaried,Mass-Affluent
CLI_02669,64,58,Salaried,Mass
CLI_02670,66,90,Gig-worker,Mass
CLI_02671,52,87,Salaried,Mass-Affluent
CLI_02672,61,90,Unemployed,Mass
CLI_02673,51,109,Salaried,Mass
CLI_02674,50,6,Salaried,Mass-Affluent
CLI_02675,72,70,Salaried,Premium
CLI_02676,38,44,Salaried,Mass
CLI_02677,34,72,Self-employed,Mass
CLI_02678,39,24,Self-employed,Mass
CLI_02679,65,86,Gig-worker,Mass
CLI_02680,54,19,Self-employed,Mass
CLI_02681,32,101,Salaried,Mass
CLI_02682,52,18,Self-employed,Mass-Affluent
CLI_02683,45,95,Salaried,Mass
CLI_02684,24,101,Salaried,Mass
CLI_02685,49,30,Self-employed,Mass
CLI_02686,28,42,Self-employed,Mass
CLI_02687,27,33,Self-employed,Private
CLI_02688,26,74,Salaried,Mass
CLI_02689,31,101,Salaried,Premium
CLI_02690,30,12,Business Owner,Premium
CLI_02691,74,118,Salaried,Mass-Affluent
CLI_02692,42,94,Salaried,Mass
CLI_02693,19,27,Salaried,Premium
CLI_02694,52,39,Salaried,Mass
CLI_02695,24,9,Salaried,Mass
CLI_02696,38,118,Gig-worker,Mass
CLI_02697,35,21,Gig-worker,Mass
CLI_02698,20,76,Unemployed,Mass
CLI_02699,59,119,Salaried,Mass
CLI_02700,71,29,Salaried,Mass
CLI_02701,56,33,Gig-worker,Mass-Affluent
CLI_02702,58,107,Gig-worker,Mass
CLI_02703,66,62,Gig-worker,Mass
CLI_02704,28,117,Self-employed,Private
CLI_02705,56,15,Salaried,Mass
CLI_02706,41,2,Self-employed,Mass-Affluent
CLI_02707,63,52,Gig-worker,Private
CLI_02708,36,103,Salaried,Mass
CLI_02709,21,117,Unemployed,Mass
CLI_02710,43,44,Gig-worker,Premium
CLI_02711,55,54,Salaried,Premium
CLI_02712,59,18,Salaried,Mass-Affluent
CLI_02713,49,3,Salaried,Mass
CLI_02714,56,7,Gig-worker,Premium
CLI_02715,62,43,Salaried,Mass
CLI_02716,63,82,Salaried,Mass
CLI_02717,53,108,Salaried,Mass
CLI_02718,57,38,Self-employed,Mass
CLI_02719,54,37,Self-employed,Mass-Affluent
CLI_02720,50,58,Self-employed,Mass-Affluent
CLI_02721,53,33,Salaried,Mass-Affluent
CLI_02722,20,108,Unemployed,Mass
CLI_02723,26,59,Self-employed,Mass
CLI_02724,25,95,Unemployed,Mass-Affluent
CLI_02725,50,11,Gig-worker,Mass
CLI_02726,23,68,Gig-worker,Premium
CLI_02727,58,82,Self-employed,Mass-Affluent
CLI_02728,56,68,Salaried,Mass-Affluent
CLI_02729,21,113,Gig-worker,Mass
CLI_02730,30,98,Self-employed,Mass-Affluent
CLI_02731,66,93,Self-employed,Premium
CLI_02732,19,88,Business Owner,Mass
CLI_02733,22,22,Self-employed,Mass-Affluent
CLI_02734,61,66,Salaried,Mass
CLI_02735,44,44,Salaried,Mass
CLI_02736,49,6,Gig-worker,Mass-Affluent
CLI_02737,38,42,Gig-worker,Mass-Affluent
CLI_02738,25,25,Salaried,Premium
CLI_02739,55,119,Salaried,Mass
CLI_02740,25,57,Gig-worker,Mass
CLI_02741,67,85,Self-employed,Mass-Affluent
CLI_02742,20,55,Business Owner,Mass
CLI_02743,71,16,Self-employed,Mass
CLI_02744,61,95,Self-employed,Mass
CLI_02745,20,14,Gig-worker,Mass
CLI_02746,39,39,Business Owner,Mass-Affluent
CLI_02747,23,28,Gig-worker,Mass-Affluent
CLI_02748,19,96,Unemployed,Mass
CLI_02749,40,92,Unemployed,Mass
CLI_02750,61,51,Unemployed,Mass
CLI_02751,19,119,Salaried,Mass
CLI_02752,55,49,Salaried,Mass
CLI_02753,34,9,Salaried,Mass
CLI_02754,52,58,Salaried,Mass-Affluent
CLI_02755,51,45,Salaried,Mass-Affluent
CLI_02756,40,22,Salaried,Mass
CLI_02757,47,32,Salaried,Mass-Affluent
CLI_02758,69,69,Gig-worker,Premium
CLI_02759,25,87,Self-employed,Mass
CLI_02760,39,69,Salaried,Mass
CLI_02761,61,42,Self-employed,Mass
CLI_02762,53,53,Self-employed,Mass
CLI_02763,22,96,Gig-worker,Mass-Affluent
CLI_02764,30,59,Unemployed,Mass-Affluent
CLI_02765,46,74,Salaried,Mass
CLI_02766,48,39,Salaried,Mass-Affluent
CLI_02767,64,15,Gig-worker,Mass-Affluent
CLI_02768,74,71,Salaried,Mass
CLI_02769,72,29,Gig-worker,Mass
CLI_02770,33,111,Salaried,Premium
CLI_02771,59,3,Salaried,Premium
CLI_02772,47,83,Salaried,Mass-Affluent
CLI_02773,74,10,Salaried,Premium
CLI_02774,72,92,Gig-worker,Mass
CLI_02775,33,29,Gig-worker,Mass
CLI_02776,29,79,Salaried,Mass
CLI_02777,34,35,Salaried,Mass
CLI_02778,33,6,Salaried,Mass-Affluent
CLI_02779,29,12,Salaried,Private
CLI_02780,25,111,Unemployed,Mass-Affluent
CLI_02781,37,38,Salaried,Mass
CLI_02782,20,77,Self-employed,Mass
CLI_02783,33,93,Unemployed,Mass
CLI_02784,47,19,Salaried,Mass
CLI_02785,62,67,Gig-worker,Mass-Affluent
CLI_02786,40,8,Business Owner,Mass
CLI_02787,45,8,Self-employed,Premium
CLI_02788,68,119,Gig-worker,Premium
CLI_02789,57,84,Self-employed,Mass
CLI_02790,71,47,Self-employed,Mass
CLI_02791,22,4,Salaried,Mass-Affluent
CLI_02792,37,51,Unemployed,Mass
CLI_02793,57,85,Gig-worker,Mass-Affluent
CLI_02794,73,67,Gig-worker,Mass
CLI_02795,61,45,Business Owner,Mass
CLI_02796,18,8,Self-employed,Mass
CLI_02797,74,87,Salaried,Mass
CLI_02798,47,16,Salaried,Premium
CLI_02799,38,77,Gig-worker,Mass
CLI_02800,37,67,Self-employed,Premium
CLI_02801,23,112,Self-employed,Mass-Affluent
CLI_02802,39,9,Business Owner,Mass-Affluent
CLI_02803,35,60,Unemployed,Mass
CLI_02804,25,78,Gig-worker,Mass-Affluent
CLI_02805,56,77,Salaried,Mass
CLI_02806,49,117,Gig-worker,Mass
CLI_02807,50,71,Self-employed,Mass-Affluent
CLI_02808,70,15,Gig-worker,Mass
CLI_02809,33,71,Gig-worker,Premium
CLI_02810,29,102,Gig-worker,Mass
CLI_02811,55,98,Salaried,Mass-Affluent
CLI_02812,69,41,Salaried,Mass
CLI_02813,51,22,Gig-worker,Mass-Affluent
CLI_02814,31,24,Salaried,Premium
CLI_02815,53,113,Salaried,Mass
CLI_02816,50,101,Salaried,Mass
CLI_02817,40,44,Gig-worker,Mass-Affluent
CLI_02818,67,1,Salaried,Mass
CLI_02819,62,10,Self-employed,Mass
CLI_02820,19,107,Gig-worker,Mass
CLI_02821,58,80,Self-employed,Premium
CLI_02822,38,110,Self-employed,Premium
CLI_02823,19,72,Salaried,Mass-Affluent
CLI_02824,44,56,Gig-worker,Mass-Affluent
CLI_02825,74,113,Business Owner,Mass-Affluent
CLI_02826,26,89,Self-employed,Mass
CLI_02827,18,50,Business Owner,Mass
CLI_02828,28,12,Self-employed,Mass
CLI_02829,20,89,Salaried,Premium
CLI_02830,69,81,Salaried,Mass-Affluent
CLI_02831,40,60,Gig-worker,Mass
CLI_02832,43,26,Salaried,Mass-Affluent
CLI_02833,21,110,Salaried,Mass
CLI_02834,35,112,Self-employed,Mass-Affluent
CLI_02835,72,78,Salaried,Mass
CLI_02836,23,41,Salaried,Mass
CLI_02837,52,36,Self-employed,Mass-Affluent
CLI_02838,39,23,Self-employed,Mass-Affluent
CLI_02839,60,43,Salaried,Mass
CLI_02840,32,6,Self-employed,Mass
CLI_02841,39,111,Unemployed,Mass-Affluent
CLI_02842,54,69,Gig-worker,Mass-Affluent
CLI_02843,69,43,Salaried,Premium
CLI_02844,59,25,Salaried,Mass
CLI_02845,29,18,Gig-worker,Private
CLI_02846,64,62,Salaried,Mass-Affluent
CLI_02847,66,13,Business Owner,Mass-Affluent
CLI_02848,59,43,Self-employed,Mass-Affluent
CLI_02849,55,78,Self-employed,Mass
CLI_02850,35,28,Business Owner,Mass
CLI_02851,62,18,Unemployed,Mass-Affluent
CLI_02852,52,59,Salaried,Mass
CLI_02853,47,60,Salaried,Mass-Affluent
CLI_02854,41,63,Self-employed,Mass
CLI_02855,59,57,Salaried,Mass
CLI_02856,47,92,Gig-worker,Mass
CLI_02857,31,51,Gig-worker,Mass-Affluent
CLI_02858,23,56,Unemployed,Mass
CLI_02859,20,27,Gig-worker,Mass-Affluent
CLI_02860,33,32,Self-employed,Mass
CLI_02861,24,111,Salaried,Mass-Affluent
CLI_02862,69,9,Self-employed,Mass
CLI_02863,31,104,Salaried,Mass
CLI_02864,26,96,Unemployed,Mass-Affluent
CLI_02865,32,84,Salaried,Mass
CLI_02866,38,92,Self-employed,Mass
CLI_02867,52,97,Salaried,Premium
CLI_02868,19,68,Salaried,Mass
CLI_02869,44,46,Gig-worker,Mass
CLI_02870,19,98,Gig-worker,Mass
CLI_02871,52,112,Salaried,Mass
CLI_02872,35,67,Salaried,Mass
CLI_02873,31,26,Self-employed,Mass
CLI_02874,37,8,Self-employed,Mass-Affluent
CLI_02875,35,6,Salaried,Mass
CLI_02876,27,80,Self-employed,Mass-Affluent
CLI_02877,42,24,Salaried,Mass
CLI_02878,19,48,Gig-worker,Mass
CLI_02879,42,103,Salaried,Mass
CLI_02880,71,94,Gig-worker,Mass-Affluent
CLI_02881,50,45,Salaried,Mass-Affluent
CLI_02882,53,13,Business Owner,Mass-Affluent
CLI_02883,48,69,Salaried,Mass
CLI_02884,31,25,Salaried,Mass-Affluent
CLI_02885,18,20,Salaried,Mass-Affluent
CLI_02886,63,118,Unemployed,Mass
CLI_02887,33,82,Gig-worker,Mass
CLI_02888,71,111,Self-employed,Mass
CLI_02889,63,82,Unemployed,Mass-Affluent
CLI_02890,69,66,Unemployed,Mass
CLI_02891,20,74,Self-employed,Mass-Affluent
CLI_02892,52,119,Salaried,Mass
CLI_02893,58,45,Self-employed,Mass
CLI_02894,23,114,Salaried,Mass
CLI_02895,42,47,Self-employed,Mass
CLI_02896,30,63,Self-employed,Mass
CLI_02897,70,76,Self-employed,Mass
CLI_02898,51,111,Gig-worker,Mass-Affluent
CLI_02899,25,77,Gig-worker,Mass
CLI_02900,38,114,Business Owner,Mass
CLI_02901,51,111,Salaried,Mass
CLI_02902,21,55,Salaried,Mass
CLI_02903,42,75,Gig-worker,Mass
CLI_02904,32,19,Business Owner,Mass
CLI_02905,21,35,Salaried,Mass
CLI_02906,62,103,Salaried,Mass
CLI_02907,29,53,Salaried,Private
CLI_02908,49,26,Salaried,Mass
CLI_02909,49,110,Unemployed,Mass
CLI_02910,45,14,Self-employed,Mass
CLI_02911,30,118,Self-employed,Mass
CLI_02912,48,45,Gig-worker,Premium
CLI_02913,31,44,Self-employed,Mass
CLI_02914,37,88,Salaried,Mass
CLI_02915,35,105,Salaried,Mass-Affluent
CLI_02916,46,65,Gig-worker,Mass
CLI_02917,23,51,Salaried,Private
CLI_02918,49,43,Gig-worker,Premium
CLI_02919,46,119,Salaried,Mass
CLI_02920,60,86,Salaried,Mass
CLI_02921,19,23,Salaried,Mass
CLI_02922,40,56,Self-employed,Mass
CLI_02923,36,118,Salaried,Mass
CLI_02924,48,19,Unemployed,Mass
CLI_02925,68,82,Salaried,Premium
CLI_02926,22,76,Self-employed,Mass
CLI_02927,36,55,Unemployed,Mass-Affluent
CLI_02928,51,92,Unemployed,Mass-Affluent
CLI_02929,27,92,Unemployed,Premium
CLI_02930,42,60,Salaried,Mass
CLI_02931,19,59,Salaried,Mass
CLI_02932,28,33,Gig-worker,Mass-Affluent
CLI_02933,67,19,Salaried,Mass-Affluent
CLI_02934,48,28,Salaried,Premium
CLI_02935,73,52,Unemployed,Mass-Affluent
CLI_02936,32,49,Gig-worker,Mass
CLI_02937,26,37,Gig-worker,Mass
CLI_02938,40,26,Unemployed,Mass
CLI_02939,36,99,Self-employed,Mass-Affluent
CLI_02940,26,98,Self-employed,Mass
CLI_02941,52,99,Self-employed,Mass-Affluent
CLI_02942,38,40,Salaried,Premium
CLI_02943,26,80,Salaried,Mass-Affluent
CLI_02944,45,38,Business Owner,Mass
CLI_02945,63,77,Unemployed,Mass
CLI_02946,68,87,Unemployed,Premium
CLI_02947,24,54,Gig-worker,Mass
CLI_02948,33,22,Unemployed,Mass
CLI_02949,33,16,Salaried,Mass
CLI_02950,50,28,Salaried,Mass
CLI_02951,21,112,Gig-worker,Mass
CLI_02952,21,35,Gig-worker,Premium
CLI_02953,56,60,Salaried,Private
CLI_02954,57,45,Salaried,Private
CLI_02955,34,46,Salaried,Mass
CLI_02956,54,72,Gig-worker,Premium
CLI_02957,56,108,Self-employed,Private
CLI_02958,69,55,Self-employed,Premium
CLI_02959,46,119,Salaried,Mass-Affluent
CLI_02960,69,86,Gig-worker,Mass-Affluent
CLI_02961,53,85,Self-employed,Mass
CLI_02962,55,26,Gig-worker,Premium
CLI_02963,56,104,Salaried,Mass
CLI_02964,67,85,Gig-worker,Mass
CLI_02965,54,25,Business Owner,Private
CLI_02966,69,105,Salaried,Mass
CLI_02967,52,65,Salaried,Mass
CLI_02968,24,6,Gig-worker,Private
CLI_02969,44,23,Gig-worker,Private
CLI_02970,45,115,Salaried,Mass
CLI_02971,39,64,Salaried,Premium
CLI_02972,31,87,Salaried,Mass
CLI_02973,24,43,Business Owner,Mass
CLI_02974,54,107,Self-employed,Mass
CLI_02975,39,23,Self-employed,Mass
CLI_02976,22,96,Self-employed,Mass
CLI_02977,72,30,Salaried,Mass
CLI_02978,19,77,Unemployed,Premium
CLI_02979,44,107,Gig-worker,Mass-Affluent
CLI_02980,38,18,Salaried,Premium
CLI_02981,71,87,Self-employed,Mass-Affluent
CLI_02982,55,79,Self-employed,Mass
CLI_02983,32,97,Self-employed,Premium
CLI_02984,38,21,Salaried,Premium
CLI_02985,27,57,Business Owner,Mass
CLI_02986,40,103,Business Owner,Mass
CLI_02987,73,23,Salaried,Mass-Affluent
CLI_02988,56,91,Salaried,Mass-Affluent
CLI_02989,22,45,Salaried,Premium
CLI_02990,18,44,Business Owner,Mass
CLI_02991,30,82,Gig-worker,Mass
CLI_02992,38,88,Salaried,Mass
CLI_02993,43,115,Salaried,Mass-Affluent
CLI_02994,67,47,Salaried,Mass
CLI_02995,62,40,Self-employed,Mass
CLI_02996,38,51,Gig-worker,Mass
CLI_02997,70,42,Business Owner,Mass-Affluent
CLI_02998,35,7,Self-employed,Mass
CLI_02999,54,50,Self-employed,Mass
CLI_03000,62,48,Salaried,Mass-Affluent
CLI_03001,49,84,Salaried,Private
CLI_03002,53,91,Gig-worker,Mass
CLI_03003,34,6,Salaried,Mass
CLI_03004,52,91,Salaried,Premium
CLI_03005,66,9,Business Owner,Mass
CLI_03006,28,117,Gig-worker,Mass-Affluent
CLI_03007,38,109,Salaried,Mass-Affluent
CLI_03008,69,57,Salaried,Mass
CLI_03009,72,31,Salaried,Mass-Affluent
CLI_03010,70,21,Business Owner,Mass-Affluent
CLI_03011,43,90,Salaried,Mass
CLI_03012,21,40,Salaried,Mass
CLI_03013,51,112,Self-employed,Private
CLI_03014,69,45,Salaried,Mass
CLI_03015,65,77,Salaried,Mass-Affluent
CLI_03016,35,49,Salaried,Premium
CLI_03017,57,87,Salaried,Mass
CLI_03018,52,20,Salaried,Mass-Affluent
CLI_03019,58,101,Salaried,Private
CLI_03020,46,118,Self-employed,Mass
CLI_03021,69,117,Salaried,Mass
CLI_03022,46,92,Self-employed,Premium
CLI_03023,55,17,Self-employed,Mass
CLI_03024,59,28,Gig-worker,Mass
CLI_03025,38,41,Salaried,Premium
CLI_03026,59,66,Salaried,Mass-Affluent
CLI_03027,30,25,Self-employed,Private
CLI_03028,66,58,Gig-worker,Mass
CLI_03029,58,114,Self-employed,Mass
CLI_03030,34,41,Salaried,Mass
CLI_03031,73,6,Unemployed,Mass-Affluent
CLI_03032,26,75,Salaried,Mass-Affluent
CLI_03033,58,38,Salaried,Mass
CLI_03034,18,6,Gig-worker,Mass
CLI_03035,19,45,Salaried,Mass-Affluent
CLI_03036,65,75,Gig-worker,Mass
CLI_03037,46,14,Self-employed,Mass
CLI_03038,50,66,Self-employed,Premium
CLI_03039,27,40,Unemployed,Mass
CLI_03040,67,3,Gig-worker,Mass-Affluent
CLI_03041,57,119,Gig-worker,Premium
CLI_03042,38,117,Salaried,Mass
CLI_03043,45,99,Gig-worker,Mass
CLI_03044,28,97,Salaried,Mass
CLI_03045,72,24,Salaried,Premium
CLI_03046,51,19,Salaried,Mass
CLI_03047,25,18,Gig-worker,Mass-Affluent
CLI_03048,39,64,Gig-worker,Private
CLI_03049,25,113,Unemployed,Private
CLI_03050,66,116,Salaried,Mass
CLI_03051,32,88,Business Owner,Mass-Affluent
CLI_03052,34,109,Self-employed,Private
CLI_03053,40,35,Gig-worker,Mass
CLI_03054,41,62,Gig-worker,Mass
CLI_03055,62,1,Salaried,Mass
CLI_03056,36,100,Self-employed,Mass
CLI_03057,22,25,Gig-worker,Premium
CLI_03058,49,45,Business Owner,Mass
CLI_03059,61,49,Gig-worker,Premium
CLI_03060,18,107,Self-employed,Mass-Affluent
CLI_03061,40,98,Self-employed,Mass-Affluent
CLI_03062,54,89,Salaried,Mass-Affluent
CLI_03063,25,16,Salaried,Mass
CLI_03064,30,98,Gig-worker,Premium
CLI_03065,25,93,Gig-worker,Mass
CLI_03066,74,19,Salaried,Mass
CLI_03067,40,23,Unemployed,Mass
CLI_03068,60,83,Gig-worker,Premium
CLI_03069,18,25,Business Owner,Premium
CLI_03070,62,16,Self-employed,Mass
CLI_03071,68,54,Gig-worker,Mass
CLI_03072,41,115,Unemployed,Mass-Affluent
CLI_03073,52,73,Gig-worker,Mass
CLI_03074,41,1,Unemployed,Mass
CLI_03075,34,42,Salaried,Mass-Affluent
CLI_03076,22,19,Salaried,Mass
CLI_03077,37,97,Gig-worker,Mass
CLI_03078,38,34,Gig-worker,Mass
CLI_03079,57,80,Gig-worker,Mass
CLI_03080,48,108,Gig-worker,Mass
CLI_03081,63,104,Salaried,Mass
CLI_03082,53,55,Unemployed,Mass
CLI_03083,28,18,Gig-worker,Mass
CLI_03084,69,34,Gig-worker,Mass-Affluent
CLI_03085,32,89,Self-employed,Private
CLI_03086,36,45,Self-employed,Mass
CLI_03087,24,6,Business Owner,Premium
CLI_03088,68,21,Gig-worker,Mass
CLI_03089,45,70,Salaried,Mass
CLI_03090,68,96,Gig-worker,Mass
CLI_03091,60,105,Gig-worker,Mass
CLI_03092,22,48,Unemployed,Mass-Affluent
CLI_03093,22,107,Salaried,Mass
CLI_03094,47,39,Business Owner,Mass
CLI_03095,71,31,Gig-worker,Premium
CLI_03096,49,106,Business Owner,Mass
CLI_03097,25,10,Salaried,Mass
CLI_03098,27,30,Unemployed,Mass
CLI_03099,55,116,Unemployed,Mass
CLI_03100,64,18,Business Owner,Mass
CLI_03101,49,60,Salaried,Mass
CLI_03102,65,88,Salaried,Mass
CLI_03103,45,116,Self-employed,Mass
CLI_03104,34,73,Salaried,Mass-Affluent
CLI_03105,48,95,Salaried,Mass-Affluent
CLI_03106,25,15,Salaried,Private
CLI_03107,57,4,Gig-worker,Premium
CLI_03108,42,63,Gig-worker,Premium
CLI_03109,26,40,Salaried,Mass-Affluent
CLI_03110,19,9,Salaried,Mass-Affluent
CLI_03111,32,109,Gig-worker,Mass
CLI_03112,67,9,Gig-worker,Mass-Affluent
CLI_03113,20,26,Salaried,Mass
CLI_03114,66,4,Salaried,Premium
CLI_03115,53,81,Unemployed,Mass
CLI_03116,21,16,Business Owner,Mass-Affluent
CLI_03117,31,15,Business Owner,Mass
CLI_03118,58,99,Unemployed,Mass
CLI_03119,58,52,Salaried,Mass
CLI_03120,42,69,Self-employed,Mass
CLI_03121,72,119,Gig-worker,Mass
CLI_03122,67,5,Gig-worker,Mass
CLI_03123,27,20,Salaried,Mass
CLI_03124,38,79,Gig-worker,Mass
CLI_03125,53,18,Gig-worker,Premium
CLI_03126,29,111,Salaried,Mass
CLI_03127,44,2,Self-employed,Mass
CLI_03128,57,93,Salaried,Private
CLI_03129,19,13,Salaried,Mass
CLI_03130,71,4,Salaried,Mass
CLI_03131,30,42,Salaried,Mass
CLI_03132,70,109,Salaried,Mass-Affluent
CLI_03133,49,74,Unemployed,Mass
CLI_03134,48,61,Gig-worker,Mass
CLI_03135,33,95,Gig-worker,Mass-Affluent
CLI_03136,49,105,Salaried,Mass
CLI_03137,49,8,Gig-worker,Premium
CLI_03138,51,67,Self-employed,Mass
CLI_03139,28,112,Gig-worker,Mass
CLI_03140,27,63,Self-employed,Mass-Affluent
CLI_03141,32,110,Unemployed,Mass
CLI_03142,34,9,Unemployed,Premium
CLI_03143,57,94,Self-employed,Private
CLI_03144,35,117,Salaried,Mass
CLI_03145,72,11,Gig-worker,Premium
CLI_03146,26,99,Gig-worker,Mass
CLI_03147,42,101,Self-employed,Premium
CLI_03148,57,42,Self-employed,Mass
CLI_03149,31,13,Self-employed,Mass
CLI_03150,42,36,Self-employed,Mass
CLI_03151,67,13,Salaried,Mass
CLI_03152,39,12,Salaried,Mass
CLI_03153,69,37,Salaried,Premium
CLI_03154,47,74,Unemployed,Premium
CLI_03155,37,73,Self-employed,Mass
CLI_03156,38,52,Self-employed,Mass
CLI_03157,61,71,Self-employed,Premium
CLI_03158,49,2,Self-employed,Mass
CLI_03159,68,118,Unemployed,Mass
CLI_03160,63,56,Self-employed,Mass
CLI_03161,66,60,Gig-worker,Mass
CLI_03162,73,23,Self-employed,Mass
CLI_03163,38,103,Salaried,Mass-Affluent
CLI_03164,52,40,Self-employed,Mass-Affluent
CLI_03165,49,64,Gig-worker,Mass
CLI_03166,47,103,Salaried,Premium
CLI_03167,72,85,Self-employed,Mass
CLI_03168,56,23,Gig-worker,Mass
