application_id,client_id,branch_id,age,segment,employment_type,account_age_months,requested_amount,status,rejection_reason,recommended_action
APP_000427,CLI_00409,BR_037,30,Premium,Salaried,74,22305.36,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000428,CLI_01315,BR_046,72,Mass,Salaried,68,41547.61,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_000430,CLI_04704,BR_038,60,Mass-Affluent,Salaried,4,19840.19,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000431,CLI_01540,BR_024,53,Mass-Affluent,Salaried,86,8901.56,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000436,CLI_03649,BR_028,18,Premium,Gig-worker,18,21828.47,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000437,CLI_01106,BR_046,60,Premium,Gig-worker,118,40757.92,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_000438,CLI_03412,BR_007,23,Mass-Affluent,Gig-worker,113,46026.82,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000439,CLI_02489,BR_003,55,Mass,Self-employed,27,30422.82,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_000440,CLI_00617,BR_022,48,Mass-Affluent,Gig-worker,37,36849.03,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000441,CLI_04322,BR_038,62,Premium,Salaried,54,3772.95,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000443,CLI_00028,BR_044,50,Mass-Affluent,Salaried,61,38011.66,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000447,CLI_00333,BR_039,64,Mass,Gig-worker,29,10706.88,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000449,CLI_04662,BR_044,71,Premium,Self-employed,49,34841.54,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000451,CLI_02086,BR_029,20,Mass,Salaried,70,42674.02,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_000454,CLI_02790,BR_014,71,Mass,Self-employed,47,35332.55,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_000456,CLI_02253,BR_018,41,Mass,Self-employed,80,38340.13,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_000457,CLI_04974,BR_007,62,Private,Gig-worker,53,9788.62,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_000458,CLI_00245,BR_023,46,Mass-Affluent,Self-employed,12,12593.86,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000462,CLI_03468,BR_037,37,Mass,Gig-worker,33,9293.72,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000463,CLI_03193,BR_025,30,Mass,Self-employed,58,15399.68,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000468,CLI_03778,BR_018,53,Mass-Affluent,Gig-worker,81,41201.0,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000469,CLI_02116,BR_027,35,Mass,Salaried,19,21406.43,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_000471,CLI_02268,BR_026,51,Mass-Affluent,Salaried,48,15106.65,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_000472,CLI_01497,BR_010,51,Mass,Salaried,85,3722.56,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_000473,CLI_02797,BR_017,74,Mass,Salaried,87,34122.6,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_000474,CLI_04482,BR_032,29,Mass,Salaried,10,32791.01,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_000475,CLI_00930,BR_024,38,Mass,Gig-worker,76,40279.84,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000476,CLI_03325,BR_043,39,Mass,Salaried,5,31189.2,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_000478,CLI_04588,BR_008,24,Mass,Gig-worker,83,42804.96,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000483,CLI_03931,BR_015,44,Mass-Affluent,Gig-worker,2,4653.1,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000485,CLI_00827,BR_011,45,Mass,Self-employed,39,5550.25,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_000488,CLI_03692,BR_009,51,Mass-Affluent,Salaried,23,45433.72,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_000489,CLI_02583,BR_050,65,Mass,Self-employed,64,43728.92,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_000492,CLI_01189,BR_033,31,Mass,Salaried,71,17728.07,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_000494,CLI_04753,BR_013,34,Mass,Salaried,119,7322.42,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_000495,CLI_02854,BR_014,41,Mass,Self-employed,63,40253.3,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000497,CLI_04389,BR_049,40,Mass,Self-employed,71,18351.12,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_000498,CLI_02737,BR_022,38,Mass-Affluent,Gig-worker,42,35586.31,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_000500,CLI_03249,BR_033,19,Mass-Affluent,Gig-worker,25,34850.01,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000501,CLI_00416,BR_005,36,Mass-Affluent,Salaried,85,2051.32,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_000504,CLI_03775,BR_027,63,Premium,Salaried,88,35880.66,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000505,CLI_00085,BR_026,70,Mass,Self-employed,112,32416.97,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000508,CLI_01071,BR_027,71,Premium,Gig-worker,41,38916.24,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000512,CLI_04092,BR_023,53,Mass,Unemployed,24,35043.12,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000513,CLI_02474,BR_044,58,Mass,Gig-worker,9,29133.62,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_000514,CLI_00736,BR_047,43,Mass,Self-employed,41,6909.83,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000517,CLI_03907,BR_041,39,Mass,Salaried,12,40362.33,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000519,CLI_04837,BR_043,23,Mass,Gig-worker,92,22503.17,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_000520,CLI_01863,BR_030,51,Mass,Salaried,15,2275.6,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_000526,CLI_02766,BR_041,48,Mass-Affluent,Salaried,39,26424.48,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_000528,CLI_00885,BR_049,27,Mass-Affluent,Gig-worker,90,49514.81,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_000529,CLI_04287,BR_013,61,Mass-Affluent,Gig-worker,54,43231.34,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000532,CLI_03572,BR_029,42,Mass,Gig-worker,87,26189.1,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_000535,CLI_01722,BR_019,66,Mass-Affluent,Unemployed,58,12084.08,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000536,CLI_00375,BR_023,49,Mass,Salaried,59,32179.33,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000543,CLI_01101,BR_035,55,Mass,Salaried,59,5538.62,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000545,CLI_02626,BR_003,61,Mass,Salaried,8,35709.01,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_000548,CLI_00058,BR_020,30,Mass,Salaried,7,17657.84,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_000549,CLI_01128,BR_012,32,Premium,Salaried,40,15120.42,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000550,CLI_00312,BR_038,70,Mass-Affluent,Salaried,49,6110.72,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000551,CLI_03718,BR_016,34,Mass,Self-employed,97,18761.09,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000553,CLI_02738,BR_038,25,Premium,Salaried,25,32090.46,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_000557,CLI_01432,BR_035,72,Private,Gig-worker,114,8154.51,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000558,CLI_03126,BR_049,29,Mass,Salaried,111,44853.35,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_000559,CLI_04898,BR_037,45,Premium,Salaried,12,8477.14,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_000562,CLI_01319,BR_028,38,Mass,Unemployed,62,16174.3,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_000563,CLI_04208,BR_006,51,Mass,Salaried,76,28068.11,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000565,CLI_01329,BR_036,58,Mass-Affluent,Self-employed,60,39875.03,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_000566,CLI_04386,BR_013,52,Mass,Unemployed,59,19641.35,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_000567,CLI_03975,BR_040,68,Premium,Salaried,11,29216.46,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_000568,CLI_04678,BR_011,57,Premium,Salaried,18,31542.09,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000569,CLI_04466,BR_024,67,Mass,Gig-worker,44,41313.63,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_000572,CLI_02867,BR_031,52,Premium,Salaried,97,33789.97,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_000574,CLI_04445,BR_037,30,Mass-Affluent,Self-employed,28,7524.06,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_000575,CLI_02303,BR_003,55,Mass,Business Owner,22,10822.32,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000577,CLI_04185,BR_029,54,Mass,Self-employed,18,42670.85,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000580,CLI_02043,BR_007,46,Premium,Unemployed,63,11587.51,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_000582,CLI_02708,BR_047,36,Mass,Salaried,103,19547.63,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_000585,CLI_00910,BR_045,21,Mass,Gig-worker,110,24068.75,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000586,CLI_04538,BR_034,54,Mass,Gig-worker,87,10174.46,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_000588,CLI_01881,BR_044,23,Mass,Self-employed,102,43012.8,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000593,CLI_03827,BR_035,42,Mass,Self-employed,89,38064.8,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000595,CLI_02876,BR_020,27,Mass-Affluent,Self-employed,80,9591.06,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000596,CLI_02907,BR_030,29,Private,Salaried,53,30455.0,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000597,CLI_04490,BR_028,28,Mass,Salaried,65,35574.53,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_000602,CLI_03506,BR_047,50,Mass,Salaried,67,14311.67,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_000607,CLI_02246,BR_042,50,Mass-Affluent,Gig-worker,22,26343.96,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_000608,CLI_01687,BR_024,26,Mass,Self-employed,53,11201.06,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000614,CLI_03968,BR_044,41,Mass-Affluent,Salaried,53,11168.22,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_000616,CLI_00806,BR_005,54,Mass,Gig-worker,30,21853.63,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000625,CLI_02149,BR_013,67,Mass,Gig-worker,94,26908.07,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_000626,CLI_01509,BR_025,63,Mass,Salaried,115,39581.55,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_000627,CLI_00914,BR_002,42,Mass,Self-employed,7,37899.01,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000628,CLI_02781,BR_024,37,Mass,Salaried,38,46167.76,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_000630,CLI_04050,BR_025,71,Mass,Unemployed,10,41539.02,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_000632,CLI_04988,BR_012,62,Premium,Salaried,9,20245.39,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_000635,CLI_04792,BR_042,37,Mass,Self-employed,69,31754.01,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_000640,CLI_00339,BR_003,19,Mass,Salaried,54,27654.51,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000644,CLI_01723,BR_046,21,Mass,Unemployed,85,40914.74,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_000645,CLI_03220,BR_047,56,Mass,Gig-worker,83,16254.81,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000646,CLI_00899,BR_048,68,Mass,Gig-worker,67,29193.04,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000649,CLI_04189,BR_019,21,Mass,Gig-worker,26,43019.45,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000653,CLI_04033,BR_016,29,Mass,Salaried,12,2690.0,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_000654,CLI_03061,BR_032,40,Mass-Affluent,Self-employed,98,6386.79,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000656,CLI_02848,BR_035,59,Mass-Affluent,Self-employed,43,13841.48,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000659,CLI_03464,BR_037,35,Mass-Affluent,Salaried,27,17910.8,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_000662,CLI_00055,BR_033,32,Mass,Salaried,57,47420.1,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_000663,CLI_00931,BR_039,23,Private,Unemployed,33,16677.49,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000668,CLI_04853,BR_040,72,Mass,Salaried,39,46278.81,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_000671,CLI_02748,BR_023,19,Mass,Unemployed,96,23303.0,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_000674,CLI_02787,BR_011,45,Premium,Self-employed,8,17521.09,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000677,CLI_04036,BR_048,58,Mass,Gig-worker,98,18565.71,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_000678,CLI_04840,BR_039,21,Mass,Salaried,22,24545.14,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000679,CLI_02324,BR_013,18,Mass,Gig-worker,96,45320.7,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000680,CLI_00233,BR_042,28,Mass,Salaried,67,40309.92,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_000681,CLI_02102,BR_049,39,Premium,Self-employed,13,12928.12,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000682,CLI_04353,BR_003,58,Mass,Salaried,41,16914.96,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000686,CLI_01649,BR_037,29,Premium,Unemployed,52,38926.21,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_000691,CLI_04938,BR_005,47,Mass,Gig-worker,42,32016.34,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000694,CLI_01379,BR_031,47,Mass-Affluent,Salaried,31,47274.98,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_000698,CLI_04488,BR_023,73,Mass,Gig-worker,21,35975.73,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000700,CLI_02854,BR_010,41,Mass,Self-employed,63,1501.66,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000702,CLI_04672,BR_027,37,Private,Salaried,18,10265.48,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_000703,CLI_04619,BR_008,45,Mass,Unemployed,25,9182.33,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_000709,CLI_04100,BR_048,61,Mass,Salaried,39,36308.11,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_000710,CLI_02543,BR_010,42,Mass-Affluent,Salaried,11,17222.66,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_000712,CLI_03995,BR_037,70,Mass,Unemployed,72,41417.88,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_000714,CLI_03206,BR_003,41,Mass,Self-employed,111,35822.86,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_000718,CLI_01092,BR_036,37,Mass,Salaried,93,12086.85,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_000722,CLI_02827,BR_038,18,Mass,Business Owner,50,26528.81,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_000724,CLI_03053,BR_003,40,Mass,Gig-worker,35,36764.45,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
